# Argument List:
# Name = 8481_5fold_gene_score.txt
# peak file = ./fold/8481_tmp
# decay = 10000 bp
# genome = /project/dev/rongbin/xy/rp/hg38_refGene.bed
#chrom	txStart	txEnd	refseq	score	strand	symbol
chr2	3681121	3702670	XM_017004497.1	0.022	+	ALLC
chr2	109544240	109614204	XM_006712317.2	0.022	-	SEPTIN10
chr2	109542796	109614204	XM_011510700.2	0.022	-	SEPTIN10
chr2	109542796	109614204	XM_011510702.2	0.022	-	SEPTIN10
chr2	109542798	109614204	XM_011510704.3	0.022	-	SEPTIN10
chr16	21402128	21425377	NM_130464.3	0.022	-	NPIPB3
chr2	233932745	234019521	XM_024453132.1	0.022	+	TRPM8
chr2	158457134	158681428	XM_011512020.3	0.022	+	PKP4
chr2	158457134	158681428	XM_011512021.3	0.022	+	PKP4
chr2	158457134	158662889	XM_011512026.3	0.022	+	PKP4
chr2	158457134	158681428	XM_017005125.2	0.022	+	PKP4
chr2	158457134	158681428	XM_017005128.2	0.022	+	PKP4
chr9	32783539	32789200	NM_212558.3	0.022	+	TMEM215
chr2	158457132	158681428	XM_011512017.1	0.022	+	PKP4
chr2	158457132	158681428	XM_011512019.1	0.022	+	PKP4
chr2	158457132	158681428	XM_017005126.1	0.022	+	PKP4
chr19	29528876	29564554	XM_011526905.2	0.022	+	VSTM2B
chr8	47660243	47735927	XM_024447117.1	0.022	+	SPIDR
chr19	29528831	29564554	XM_005258856.4	0.022	+	VSTM2B
chrX	110358100	110456321	XM_011530999.2	0.022	+	RTL9
chrX	110358100	110456321	XM_017029695.1	0.022	+	RTL9
chr6	131573225	131584328	NM_000045.4	0.022	+	ARG1
chr6	131573225	131584328	NM_001244438.2	0.022	+	ARG1
chr6	131573225	131584328	NM_001369020.1	0.022	+	ARG1
chr13	29025416	29505946	XM_024449335.1	0.022	+	MTUS2
chr20	45512460	45515621	NM_006652.2	0.022	-	SPINT3
chr2	109614363	109618989	NM_023016.4	0.022	+	SOWAHC
chr12	100901645	101128640	NM_001286616.1	0.022	+	ANO4
chr3	36712421	36764205	XM_011534167.2	0.022	-	DCLK3
chr8	51319576	51809444	NM_144651.5	0.022	-	PXDNL
chr2	158456951	158682889	NM_001005476.3	0.022	+	PKP4
chr2	158456951	158682889	NM_001304969.2	0.022	+	PKP4
chr2	158456951	158682889	NM_001304970.2	0.022	+	PKP4
chr2	158456951	158682889	NM_003628.5	0.022	+	PKP4
chr11	5177620	5178710	NM_001348257.1	0.022	-	OR52Z1
chr4	6053754	6194618	NM_001306133.1	0.022	-	JAKMIP1
chr4	6053754	6194618	NM_001306134.1	0.022	-	JAKMIP1
chr1	12716109	12728759	NM_001103170.3	0.022	+	AADACL3
chr4	6024927	6194616	XM_017007789.1	0.022	-	JAKMIP1
chr12	103703234	103766718	XM_011538542.2	0.022	+	STAB2
chr2	158456879	158666659	NM_001304971.1	0.022	+	PKP4
chrX	10445309	10589959	NM_001347733.2	0.022	-	MID1
chr7	90469638	90513396	NM_001365443.2	0.022	+	LOC102723899
chr1	22563826	22603593	XM_011540969.1	0.022	+	EPHA8
chr1	22563826	22603593	XM_011540970.1	0.022	+	EPHA8
chr1	22563826	22603593	XM_011540972.1	0.022	+	EPHA8
chr4	71741692	71805519	NM_001204306.1	0.022	-	GC
chr2	158171356	158456752	NM_001301684.1	0.022	-	CCDC148
chr2	158338592	158456752	NM_001301685.1	0.022	-	CCDC148
chr2	158171072	158456752	NM_138803.4	0.022	-	CCDC148
chr2	158171355	158456752	XM_017003392.1	0.022	-	CCDC148
chr2	158171355	158456752	XM_017003395.1	0.022	-	CCDC148
chr2	158171355	158456752	XM_017003396.1	0.022	-	CCDC148
chr2	158171355	158456752	XM_024452710.1	0.022	-	CCDC148
chr2	17877846	17932957	NM_001282428.1	0.021	+	KCNS3
chr15	56087279	56189931	NM_001368074.1	0.021	-	RFX7
chr15	56087279	56189931	NM_001370554.1	0.021	-	RFX7
chr15	43870763	44195198	XM_005254730.3	0.021	-	FRMD5
chr2	158171355	158456707	XM_017003394.1	0.021	-	CCDC148
chr13	43213132	43629476	NM_001127615.2	0.021	-	ENOX1
chr3	137998815	138033648	NM_001002026.3	0.021	+	CLDN18
chrX	110944396	111227360	NM_001324325.2	0.021	+	PAK3
chrX	110944396	111227360	NM_001324330.2	0.021	+	PAK3
chr20	36306338	36528634	NM_001365621.1	0.021	+	DLGAP4
chr20	36306338	36528632	NM_014902.6	0.021	+	DLGAP4
chr12	28304625	28550165	XM_024449035.1	0.021	+	CCDC91
chr12	28304625	28550165	XM_024449038.1	0.021	+	CCDC91
chr15	43870763	44195270	NM_001286491.2	0.021	-	FRMD5
chr15	43870763	44195270	NM_001322949.2	0.021	-	FRMD5
chr15	43870763	44195270	NM_001322950.2	0.021	-	FRMD5
chr15	43870763	44195270	NM_001322951.2	0.021	-	FRMD5
chr15	43870763	44195270	NM_032892.5	0.021	-	FRMD5
chr4	6024927	6151875	XM_017007790.1	0.021	-	JAKMIP1
chr3	37379110	37418697	XM_017006291.1	0.021	+	C3orf35
chr1	107141334	107484922	NM_001113228.3	0.021	+	NTNG1
chr1	107141334	107484922	NM_001372170.1	0.021	+	NTNG1
chr1	107141334	107484922	NM_001372171.1	0.021	+	NTNG1
chr3	37379120	37418697	XM_017006294.1	0.021	+	C3orf35
chrX	110944344	111227360	XM_017029561.2	0.021	+	PAK3
chr12	80099536	80380879	NM_001368062.1	0.021	+	OTOGL
chrX	110944338	111217493	XM_011530968.2	0.021	+	PAK3
chr1	182053739	182081724	XM_024453258.1	0.021	-	ZNF648
chr17	3126609	3127550	NM_003555.1	0.021	-	OR1G1
chrX	110944323	111217493	XM_011530969.1	0.021	+	PAK3
chrX	110944323	111227360	XM_017029557.1	0.021	+	PAK3
chrX	110944323	111217493	XM_017029559.1	0.021	+	PAK3
chr3	37379227	37418373	XM_017006292.1	0.021	+	C3orf35
chr2	154140446	154450796	XM_017003262.1	0.021	+	GALNT13
chr2	235494635	236131794	XM_005246059.4	0.021	+	AGAP1
chr2	235494634	236131794	XM_006712234.3	0.021	+	AGAP1
chr3	8750402	8768730	NM_001354656.2	0.021	-	OXTR
chr2	158171355	158456578	XM_011510638.3	0.021	-	CCDC148
chr2	158171973	158456576	XM_005246319.3	0.021	-	CCDC148
chr3	21418418	22168890	XM_017007199.1	0.021	-	ZNF385D
chr7	142939483	142940864	NM_178829.5	0.021	+	LLCFC1
chr20	63343309	63361395	NM_000744.6	0.021	-	CHRNA4
chr2	1078477	1367595	XM_011510366.2	0.021	+	SNTG2
chr2	1078475	1367595	XM_017004363.1	0.021	+	SNTG2
chrX	110944240	111227360	NM_001128166.2	0.021	+	PAK3
chrX	110944240	111227360	NM_001128167.2	0.021	+	PAK3
chr1	22563488	22589620	NM_001006943.3	0.021	+	EPHA8
chr1	22563488	22603594	NM_020526.5	0.021	+	EPHA8
chr10	59245932	59322213	XM_024447880.1	0.021	-	FAM13C
chr20	63343222	63361348	NM_001256573.2	0.021	-	CHRNA4
chr1	248021947	248022885	NM_001258284.1	0.021	+	OR2L5
chr6	158536431	158635432	XM_011535999.1	0.021	+	TMEM181
chr6	158536431	158635432	XM_011536000.1	0.021	+	TMEM181
chr6	158536431	158613302	XM_011536003.2	0.021	+	TMEM181
chr6	158536435	158635434	NM_020823.1	0.021	+	TMEM181
chr2	154140340	154454176	XM_011510538.2	0.021	+	GALNT13
chr20	33140336	33160622	XM_017028195.1	0.021	+	LOC105372714
chr20	33140336	33146434	XM_017028196.1	0.021	+	LOC105372714
chr9	93951626	93955354	NM_021570.4	0.021	-	BARX1
chr19	46120066	46124687	NM_207393.2	0.021	-	IGFL3
chr2	235494498	236131792	XM_006712235.3	0.021	+	AGAP1
chr8	144522387	144527032	NM_001024678.4	0.021	-	LRRC24
chr11	7825036	7825971	NM_153445.1	0.021	-	OR5P3
chr9	82979588	83049292	XM_005251731.4	0.021	-	RASEF
chr17	18667628	18682313	NM_001368134.1	0.021	-	FOXO3B
chr17	18667628	18682313	NM_001368135.1	0.021	-	FOXO3B
chr1	107141038	107484922	NM_001113226.3	0.021	+	NTNG1
chr1	107141038	107484922	NM_001330665.2	0.021	+	NTNG1
chr1	107141038	107484922	NM_001372166.1	0.021	+	NTNG1
chr1	107141038	107484922	NM_001372168.1	0.021	+	NTNG1
chr1	107141038	107484922	NM_001372169.1	0.021	+	NTNG1
chr4	82422563	82430224	NM_001207000.1	0.021	-	HNRNPDL
chr4	82422563	82430224	NM_031372.3	0.021	-	HNRNPDL
chr1	175320780	175743701	XM_011509949.2	0.021	-	TNR
chr1	22508529	22530691	XM_011542500.2	0.021	+	ZBTB40
chr20	44751807	44810545	NM_001205317.2	0.021	-	RIMS4
chr20	44751807	44810545	NM_182970.4	0.021	-	RIMS4
chr2	17878666	17932957	NM_002252.5	0.021	+	KCNS3
chr2	17878666	17932960	XM_011532825.1	0.021	+	KCNS3
chr2	233760269	233773299	NM_000463.3	0.021	+	UGT1A1
chr2	3673874	3702670	XM_011510369.2	0.021	+	ALLC
chr3	37386268	37418373	NM_178344.2	0.021	+	C3orf35
chr2	3677081	3702670	XM_017004496.2	0.021	+	ALLC
chr1	175315193	175743594	NM_001328635.2	0.021	-	TNR
chr1	175315193	175743594	NM_003285.3	0.021	-	TNR
chr8	30831671	30913011	XM_024447197.1	0.021	-	TEX15
chr8	30831543	30913007	NM_001350162.2	0.021	-	TEX15
chr21	32427781	32515386	XM_011529669.3	0.021	+	EVA1C
chr1	19975430	19979658	NM_001161729.1	0.021	-	PLA2G2A
chr11	94021353	94114207	NM_001098672.2	0.021	+	HEPHL1
chr3	8750407	8769231	NM_001354655.1	0.021	-	OXTR
chr13	29024456	29505946	NM_001033602.3	0.021	+	MTUS2
chr16	83931234	83951459	XM_011523509.2	0.021	+	LOC105371371
chr21	43053189	43068375	XM_011529774.2	0.020	-	CBS
chr21	43053190	43068375	XM_011529783.2	0.020	-	CBS
chr2	235494042	236131792	NM_001037131.3	0.020	+	AGAP1
chr2	235494042	235853206	NM_001244888.2	0.020	+	AGAP1
chr2	235494042	236131792	NM_014914.5	0.020	+	AGAP1
chr21	43053190	43068403	NM_001321072.1	0.020	-	CBS
chr8	76683780	76867284	XM_011517595.2	0.020	+	ZFHX4
chr4	82430589	82461176	NM_001292017.2	0.020	+	ENOPH1
chr4	82430589	82461176	NM_021204.5	0.020	+	ENOPH1
chr3	37383598	37418697	XM_017006293.1	0.020	+	C3orf35
chr3	37383598	37418697	XM_017006295.1	0.020	+	C3orf35
chr3	37383598	37418697	XM_017006296.1	0.020	+	C3orf35
chr15	65655233	65726093	XM_011521157.3	0.020	-	DENND4A
chr19	50516896	50568207	XM_006723506.3	0.020	-	LRRC4B
chr7	157539055	158317943	XM_017012475.1	0.020	-	PTPRN2
chr6	29425503	29427731	NM_013937.3	0.020	-	OR11A1
chr4	108808724	109302736	XM_017008735.1	0.020	-	COL25A1
chr4	108808724	109302736	XM_017008736.1	0.020	-	COL25A1
chr4	108808724	109302735	XM_011532333.2	0.020	-	COL25A1
chr4	108808724	109302735	XM_011532334.2	0.020	-	COL25A1
chr4	108808724	109302735	XM_011532335.2	0.020	-	COL25A1
chr4	108808724	109302735	XM_011532338.2	0.020	-	COL25A1
chr15	30552077	30562500	NM_001355476.1	0.020	+	GOLGA8Q
chr12	70524288	70585289	XM_017019724.1	0.020	-	PTPRB
chr6	165327484	165711152	XM_024446311.1	0.020	-	PDE10A
chr2	201487420	201511733	XM_024452727.1	0.020	-	C2CD6
chr10	71968455	72013561	XM_011540369.2	0.020	+	CHST3
chr4	108823875	109302657	NM_001256074.2	0.020	-	COL25A1
chr4	108823875	109302657	NM_032518.3	0.020	-	COL25A1
chr4	108808724	109302657	NM_198721.4	0.020	-	COL25A1
chr1	107140483	107418658	XM_011541025.2	0.020	+	NTNG1
chr6	25661338	25701782	XM_017010181.1	0.020	+	SCGN
chr3	28262173	28319775	XM_024453371.1	0.020	+	CMC1
chr2	213343719	214410500	XM_017004898.1	0.020	+	SPAG16
chr1	19975434	19980433	NM_000300.4	0.020	-	PLA2G2A
chr1	19975434	19980433	NM_001161727.2	0.020	-	PLA2G2A
chr1	19975434	19980433	NM_001161728.2	0.020	-	PLA2G2A
chr19	50516891	50568434	NM_001080457.2	0.020	-	LRRC4B
chr10	60026297	60389874	NM_001320874.2	0.020	-	ANK3
chr10	60026297	60389874	NM_020987.5	0.020	-	ANK3
chr3	8750407	8769613	NM_000916.3	0.020	-	OXTR
chr3	8750407	8769613	NM_001354653.1	0.020	-	OXTR
chr3	8750407	8769613	NM_001354654.1	0.020	-	OXTR
chrX	65477019	65507886	XM_011530939.2	0.020	+	ZC3H12B
chr19	47994631	48025153	NM_022142.5	0.020	+	ELSPBP1
chr8	62532478	62965635	XM_017013361.2	0.020	+	NKAIN3
chr10	60028400	60389816	XM_005269715.3	0.020	-	ANK3
chr10	60028400	60389816	XM_006717796.3	0.020	-	ANK3
chr10	60028400	60389816	XM_006717802.3	0.020	-	ANK3
chr10	60028400	60389816	XM_011539708.2	0.020	-	ANK3
chr10	60028400	60389816	XM_011539709.2	0.020	-	ANK3
chr10	60028400	60389816	XM_017016110.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016111.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016112.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016113.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016116.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016117.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016118.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016119.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016120.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016121.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016122.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016123.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016124.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016125.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016126.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016127.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016128.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016129.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016130.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016131.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016132.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016134.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016136.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016137.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016138.1	0.020	-	ANK3
chr10	60028400	60389816	XM_017016141.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447953.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447954.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447955.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447956.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447957.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447959.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447960.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447961.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447962.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447963.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447964.1	0.020	-	ANK3
chr10	60028400	60389816	XM_024447965.1	0.020	-	ANK3
chr9	122526357	122527292	NM_012363.1	0.020	-	OR1N1
chr22	32355339	32358903	XM_017028534.1	0.020	+	RFPL3
chr15	87859748	88190263	XM_017022241.1	0.020	-	NTRK3
chr8	30831671	30912240	XM_011544589.3	0.020	-	TEX15
chr16	28379712	28394308	XM_017023621.1	0.020	-	EIF3CL
chr5	19473028	19984868	XM_017008929.2	0.020	-	CDH18
chr1	107140103	107484898	XM_017000683.2	0.020	+	NTNG1
chr1	13410449	13421327	NM_001099852.2	0.020	+	PRAMEF20
chr1	107140087	107484922	NM_001312688.2	0.020	+	NTNG1
chr1	107140087	107484922	NM_001372167.1	0.020	+	NTNG1
chr1	107140087	107484922	NM_014917.4	0.020	+	NTNG1
chr20	61599760	61940616	NM_001252339.3	0.020	+	CDH4
chr11	5884292	5885230	NM_001005165.1	0.019	+	OR52E4
chr4	71741692	71804040	NM_001204307.1	0.019	-	GC
chr1	107140016	107413141	XM_017000686.2	0.019	+	NTNG1
chr9	5113418	5115000	XM_017015394.2	0.019	-	LOC107987044
chr7	197536	260751	XM_017012455.2	0.019	+	FAM20C
chr8	30831671	30912010	XM_011544590.3	0.019	-	TEX15
chr2	227002713	227164204	NM_000092.5	0.019	-	COL4A4
chr9	32629453	32635668	NM_153809.2	0.019	-	TAF1L
chr2	227006131	227164230	XM_005246282.3	0.019	-	COL4A4
chr2	227006577	227164230	XM_006712246.3	0.019	-	COL4A4
chr2	227006131	227164230	XM_011510557.2	0.019	-	COL4A4
chr2	227006131	227164230	XM_011510558.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510559.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510560.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510561.2	0.019	-	COL4A4
chr2	226970292	227164230	XM_011510562.2	0.019	-	COL4A4
chr2	226970292	227164230	XM_011510565.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510566.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510567.2	0.019	-	COL4A4
chr2	227012209	227164230	XM_011510568.2	0.019	-	COL4A4
chr2	226979492	227164230	XM_011510569.2	0.019	-	COL4A4
chr2	226970292	227164230	XM_011510570.2	0.019	-	COL4A4
chr2	227007465	227164230	XM_017003296.1	0.019	-	COL4A4
chr2	227006131	227164230	XM_017003297.1	0.019	-	COL4A4
chr2	226979492	227164230	XM_017003298.1	0.019	-	COL4A4
chr2	227009828	227164230	XM_017003299.1	0.019	-	COL4A4
chr2	226979492	227164230	XM_017003300.1	0.019	-	COL4A4
chr22	32218422	32355056	XM_006724308.3	0.019	-	SLC5A4
chr22	32218422	32355056	XM_011530342.2	0.019	-	SLC5A4
chr22	32218422	32355056	XM_017028920.1	0.019	-	SLC5A4
chr11	119338941	119340882	NM_001278431.2	0.019	-	C1QTNF5
chr11	119356216	119376355	XM_005271722.2	0.019	-	USP2
chr3	85726481	86074428	NM_153184.3	0.019	+	CADM2
chr18	47231122	47251659	NM_001037802.3	0.019	-	SKOR2
chr18	47206168	47251659	NM_001278063.4	0.019	-	SKOR2
chrX	15345595	15384412	NM_004469.5	0.019	-	VEGFD
chr3	77040098	77649963	NM_001290039.2	0.019	+	ROBO2
chr3	77040098	77649963	NM_001290040.2	0.019	+	ROBO2
chr3	77040098	77649963	NM_001290065.2	0.019	+	ROBO2
chr3	77040098	77649963	NM_002942.5	0.019	+	ROBO2
chr3	77040094	77649499	XM_017006986.1	0.019	+	ROBO2
chr3	77040094	77649499	XM_017006993.1	0.019	+	ROBO2
chr3	77040094	77649499	XM_017006998.1	0.019	+	ROBO2
chr3	77040094	77649963	XM_017006999.1	0.019	+	ROBO2
chr3	77040094	77649499	XM_017007000.1	0.019	+	ROBO2
chr3	77040094	77649499	XM_017007006.1	0.019	+	ROBO2
chrX	30215562	30220088	NM_002364.5	0.019	+	MAGEB2
chrX	30215564	30220088	XM_011545512.1	0.019	+	MAGEB2
chr22	32354884	32361160	NM_006604.2	0.019	+	RFPL3
chr1	229593110	229625650	XM_005273100.2	0.019	-	TAF5L
chr1	229593110	229625676	XM_017001045.1	0.019	-	TAF5L
chr1	229593110	229625712	XM_005273099.4	0.019	-	TAF5L
chr1	229593110	229626032	XM_011544163.1	0.019	-	TAF5L
chr1	229593110	229626046	NM_014409.3	0.019	-	TAF5L
chr14	94487271	94504288	XM_011536452.3	0.019	-	SERPINA12
chr1	229599193	229626121	NM_001025247.2	0.019	-	TAF5L
chr3	85726278	86074419	XM_017006063.2	0.019	+	CADM2
chr1	229626215	229660199	NM_001314021.1	0.019	+	URB2
chr1	229626246	229660199	NM_014777.4	0.019	+	URB2
chr1	229626246	229660199	XM_005273360.3	0.019	+	URB2
chr2	227006131	227164481	XM_005246281.3	0.019	-	COL4A4
chr4	46734830	46814640	XM_011513636.1	0.019	-	COX7B2
chr14	94487278	94504221	NM_001304461.2	0.019	-	SERPINA12
chr1	239629072	239915449	NM_000740.3	0.019	+	CHRM3
chr8	52110831	52409878	NM_001352826.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352827.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352828.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352829.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352830.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352831.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352832.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352833.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352834.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352835.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352836.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352837.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352838.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352858.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352861.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352862.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352863.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352870.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352871.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352872.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352876.1	0.019	-	ST18
chr8	52110831	52409878	NM_001352877.1	0.019	-	ST18
chr8	52403700	52409878	NM_001352879.1	0.019	-	ST18
chr8	52403700	52409878	NM_001352880.1	0.019	-	ST18
chr8	52228518	52409878	NM_001352881.1	0.019	-	ST18
chr8	52403700	52409878	NM_001352882.1	0.019	-	ST18
chr8	52110831	52409878	NM_014682.2	0.019	-	ST18
chr17	43847096	43863638	XM_006721721.3	0.019	+	CD300LG
chr11	7088997	7091147	NM_014469.5	0.019	+	RBMXL2
chr17	43847099	43857781	XM_011524384.3	0.019	+	CD300LG
chr17	43847102	43863638	XM_006721722.3	0.019	+	CD300LG
chr17	43847103	43863638	XM_005257075.3	0.019	+	CD300LG
chr17	43847112	43863638	XM_005257076.3	0.019	+	CD300LG
chr17	43847117	43863638	XM_017024235.2	0.019	+	CD300LG
chr2	227164588	227314791	XM_005246277.3	0.019	+	COL4A3
chr2	227164588	227293310	XM_005246280.3	0.019	+	COL4A3
chr2	227164588	227297723	XM_006712245.3	0.019	+	COL4A3
chr2	227164588	227310941	XM_011510555.1	0.019	+	COL4A3
chr2	227164588	227294238	XM_017003295.1	0.019	+	COL4A3
chr5	38258558	38465479	NM_001205301.2	0.019	+	EGFLAM
chr5	38258558	38465479	NM_152403.4	0.019	+	EGFLAM
chr15	71810553	71818252	NM_014249.4	0.019	+	NR2E3
chr15	71810553	71814928	NM_016346.4	0.019	+	NR2E3
chr17	43847175	43858233	NM_001168322.2	0.019	+	CD300LG
chr17	43847175	43858233	NM_001168323.2	0.019	+	CD300LG
chr17	43847175	43857759	NM_001168324.2	0.019	+	CD300LG
chr17	43847175	43863638	NM_145273.4	0.019	+	CD300LG
chr2	227164623	227314791	NM_000091.5	0.019	+	COL4A3
chr19	29526583	29564318	NM_001146339.1	0.019	+	VSTM2B
chr4	87303793	87322881	NM_001136230.3	0.019	-	HSD17B13
chr4	87303793	87322881	NM_178135.5	0.019	-	HSD17B13
chr11	48245103	48246014	NM_001004727.1	0.019	+	OR4X2
chr14	94487271	94504059	XM_011536453.2	0.019	-	SERPINA12
chr8	52403700	52409755	NM_001352883.2	0.019	-	ST18
chr8	52403700	52409755	NM_001352884.2	0.019	-	ST18
chr8	52110835	52409755	XM_011517637.1	0.019	-	ST18
chr8	52110835	52409755	XM_011517641.1	0.019	-	ST18
chr8	52110835	52409755	XM_011517642.1	0.019	-	ST18
chr18	32735301	32772070	XM_011526109.2	0.019	-	KLHL14
chr8	52110835	52409744	XM_011517635.1	0.019	-	ST18
chr8	58805684	59119292	XM_017014085.1	0.019	-	TOX
chr11	14968500	14972285	NM_001033952.2	0.019	-	CALCA
chr11	14966668	14972285	NM_001033953.2	0.019	-	CALCA
chr12	21764954	21774705	NM_004982.4	0.019	-	KCNJ8
chr8	58805411	59119146	NM_014729.3	0.019	-	TOX
chr10	32544733	32882863	XM_017016648.1	0.019	+	CCDC7
chrX	55075006	55078902	XM_011530787.2	0.019	+	PAGE2B
chr11	14968500	14972350	NM_001741.3	0.019	-	CALCA
chr11	14966667	14972360	XM_017018283.1	0.019	-	CALCA
chr11	14966667	14972360	XM_017018284.1	0.019	-	CALCA
chrX	55075029	55078908	NM_001015038.3	0.019	+	PAGE2B
chr5	74777739	74867993	XM_017009332.1	0.019	-	FAM169A
chr4	185585443	185956371	NM_001270771.2	0.018	-	SORBS2
chr4	185585443	185956371	NM_021069.5	0.018	-	SORBS2
chr12	52768154	52777344	NM_015848.4	0.018	-	KRT76
chr1	230702522	230714121	NM_000029.4	0.018	-	AGT
chr1	683909	711841	XM_017002411.1	0.018	-	OR4F16
chr1	683909	711798	XM_017002408.1	0.018	-	OR4F16
chr1	683909	711798	XM_017002410.1	0.018	-	OR4F16
chr1	683909	711798	XM_024449987.1	0.018	-	OR4F16
chr12	48413153	48496390	XM_017018796.1	0.018	+	C12orf54
chr12	48413167	48496390	XM_011537896.2	0.018	+	C12orf54
chrX	55075177	55078902	XM_017029513.1	0.018	+	PAGE2B
chr10	88664442	88678814	XM_011540311.1	0.018	+	LIPF
chr10	88664441	88678813	NM_001198828.2	0.018	+	LIPF
chr10	88664441	88678813	NM_001198829.2	0.018	+	LIPF
chr10	88664441	88678813	NM_001198830.2	0.018	+	LIPF
chr10	88664441	88678813	NM_004190.4	0.018	+	LIPF
chr14	21569802	21570743	NM_001005465.1	0.018	-	OR10G3
chr14	88612896	88766786	XM_011536534.3	0.018	-	EML5
chr2	43831941	43880050	XM_011533029.2	0.018	+	ABCG8
chr1	45864347	46036123	NM_001324321.1	0.018	+	MAST2
chr1	45864377	46036123	XM_017000752.1	0.018	+	MAST2
chr1	45864377	46036123	XM_017000755.1	0.018	+	MAST2
chr17	41054497	41055210	NM_033032.2	0.018	-	KRTAP2-2
chr20	63344070	63356417	XM_011528524.1	0.018	-	CHRNA4
chr12	21765540	21775076	XM_017019283.2	0.018	-	KCNJ8
chr12	2959396	3040675	NM_003213.4	0.018	+	TEAD4
chr12	2959396	3040675	NM_201441.3	0.018	+	TEAD4
chr14	37668107	37842454	XM_017021256.1	0.018	+	TTC6
chr16	83058548	83796146	XM_011522804.3	0.018	+	CDH13
chr2	43832096	43880050	XM_011533030.2	0.018	+	ABCG8
chr3	118900629	118942810	XM_017005789.1	0.018	-	IGSF11
chr5	40909496	40984642	NM_000587.4	0.018	+	C7
chr17	18722120	18736111	NM_001353224.2	0.018	+	TRIM16L
chr17	18722120	18736111	NM_001353225.2	0.018	+	TRIM16L
chr1	111290850	111320562	NM_001040623.3	0.018	+	CHIA
chr1	111290850	111320562	NM_001258001.2	0.018	+	CHIA
chr1	111290850	111320562	NM_001258002.2	0.018	+	CHIA
chr1	111290850	111320562	NM_001258003.2	0.018	+	CHIA
chr1	111290850	111320562	NM_001258004.2	0.018	+	CHIA
chr1	111290850	111320562	NM_001258005.2	0.018	+	CHIA
chr1	111290850	111320562	NM_021797.4	0.018	+	CHIA
chr1	111290850	111320562	NM_201653.4	0.018	+	CHIA
chr22	16966315	17008280	XM_011546116.2	0.018	-	GAB4
